pal_va,name,object_file,source_file,source_path,source_line
0x001548F0,ACTRunIntrCorrect,commonact.o,,,
0x0015D1A8,extraCommonCall,commonact.o,,,
0x001575E8,actCommonBar,commonact.o,,,
0x0015D120,funcCommonRopeBefore,commonact.o,,,
0x0015D1E0,funcCommonWayOn,commonact.o,,,
0x0015A1C8,ACTSendMailCorrect,commonact.o,,,
0x0015C6F0,actCommonRopeJumpBefore,commonact.o,,,
0x0015C720,actCommonRopeTurnSpecial,commonact.o,,,
0x0015D600,actAfterForceRopeSwing,commonact.o,,,
0x0015BBE0,actCommonPutFire,commonact.o,,,
0x0015C290,actCommonTruckLever,commonact.o,,,
0x0015CD38,motCommonHangCliff,commonact.o,,,
0x00156D68,actCommonStoneDead,commonact.o,,,
0x0015D4D8,_ACTMotDir_V,commonact.o,,,
0x0015CC98,motCommonRopejumpDircorrect,commonact.o,,,
0x0015D018,motCommonTruckLeverLoop,commonact.o,,,
0x0015D188,extraCommonNull,commonact.o,,,
0x0015CAB8,motCommonBarPull,commonact.o,,,
0x0015CCD8,motCommonHangNone,commonact.o,,,
0x0015C950,actCommonHandrail,commonact.o,,,
0x0015BC90,actCommonClimb,commonact.o,,,
0x0015C970,actCommonOneWall,commonact.o,,,
0x0015C5D0,actCommonRopeDownEnd,commonact.o,,,
0x0015C4B8,actCommonRopeSwing,commonact.o,,,
0x0015A630,E3_LeverCheck,commonact.o,,,
0x0015C690,actCommonRopeJump,commonact.o,,,
0x0015C740,actCommonRopeClimbEnd2,commonact.o,,,
0x0015C1B8,actCommonDamage,commonact.o,,,
0x0015A248,_ACTCommonMailTest,commonact.o,,,
0x00158108,debugDispFlyLimit,commonact.o,,,
0x0015C9A8,motCommonNull,commonact.o,,,
0x0015C420,actCommonRopeTouchWall,commonact.o,,,
0x0015B718,WithMailFunc_Idling,commonact.o,,,
0x0015C930,actCommonPPipe,commonact.o,,,
0x0015D4B8,ControlMotionOrient,commonact.o,,,
0x001578F8,funcCommonJumpDircorrect,commonact.o,,,
0x0015A6F0,actCommonBecarry,commonact.o,,,
0x0015D070,motCommonTruckLeverPull,commonact.o,,,
0x0015BA28,actCommonSofa,commonact.o,,,
0x0015D348,StartCorrectPosition,commonact.o,,,
0x00156330,actCommonLever,commonact.o,,,
0x0015C238,actCommonShoal,commonact.o,,,
0x0015C268,actCommonSwim,commonact.o,,,
0x0015C5B0,actCommonRopeTurn,commonact.o,,,
0x0015D498,IsCorrectPosition,commonact.o,,,
0x0015D0C8,motCommonTruckLeverPush,commonact.o,,,
0x0015D6F8,actAfterSlip,commonact.o,,,
0x0015B6A0,ACTAdjustPlane,commonact.o,,,
0x0015D240,test_CURRENTORIENT,commonact.o,,,
0x0015CAF0,motCommonLadderUp,commonact.o,,,
0x00154C48,GetCorrectOrientOfChain,commonact.o,,,
0x0015C388,actCommonLever2,commonact.o,,,
0x00159330,actCommonFly,commonact.o,,,
0x0015CB70,motCommonLadderDown,commonact.o,,,
0x001565A8,actCommonDown,commonact.o,,,
0x00162950,subEnemyBrain_Attack,enemy_act.o,,,
0x0015E8F0,actEnemyRestart,enemy_act.o,,,
0x001634C0,isEnemyActive,enemy_act.o,,,
0x00162F98,actEnemyBodyslam,enemy_act.o,,,
0x00163DE0,motEnemyRun,enemy_act.o,,,
0x00163E38,actEnemyJump,enemy_act.o,,,
0x0015F298,actEnemyKidnapBegin,enemy_act.o,,,
0x00163320,actEnemy_GetClingTarget,enemy_act.o,,,
0x00162E78,actEnemyWalk,enemy_act.o,,,
0x0015DF28,subEnemyControl,enemy_act.o,,,
0x00163148,actEnemyFlagOnFree,enemy_act.o,,,
0x0015FFC0,subEnemyBrainMain,enemy_act.o,,,
0x00162F08,actEnemyHang,enemy_act.o,,,
0x00163458,GetEnemyType,enemy_act.o,,,
0x00163220,EnemyBrainStatus_Boy,enemy_act.o,,,
0x00163530,subEnemyBrain_Idle,enemy_act.o,,,
0x00162E30,actEnemyStand,enemy_act.o,,,
0x00163380,actEnemy_isSmallEnemy,enemy_act.o,,,
0x00162E10,funcEnemyAiGetGirl,enemy_act.o,,,
0x0015ED90,actEnemyKidnapEnd,enemy_act.o,,,
0x00163590,subEnemyBrain_Await,enemy_act.o,,,
0x001618F0,subEnemyBrain_ToGirl,enemy_act.o,,,
0x00163350,actEnemy_isNormalEnemy,enemy_act.o,,,
0x00163178,afterCommonCarry,enemy_act.o,,,
0x00163D40,motEnemyStand,enemy_act.o,,,
0x00163368,actEnemy_isLargeEnemy,enemy_act.o,,,
0x00162CB0,subEnemyBrain_Cling,enemy_act.o,,,
0x00163A58,subEnemyBrain_Bodyslam,enemy_act.o,,,
0x00163648,subEnemyBrain_ToGenerator,enemy_act.o,,,
0x0015F648,actEnemyBodylift,enemy_act.o,,,
0x00162820,subEnemyBrain_Irregular,enemy_act.o,,,
0x001631F0,actEnemyFlagOnDead,enemy_act.o,,,
0x00163238,EnemyBrainStatus_Girl,enemy_act.o,,,
0x001630F8,actEnemyHyde,enemy_act.o,,,
0x0015E2C8,subEnemyCollision,enemy_act.o,,,
0x00163A08,subEnemyBrain_Pickup,enemy_act.o,,,
0x0015FA58,actEnemyPickupBegin,enemy_act.o,,,
0x00162F50,actEnemyCarry,enemy_act.o,,,
0x00163F00,isEnemyHyde,enemy_act.o,,,
0x00163F78,afterEnemyBodylift,enemy_act.o,,,
0x001630D8,funcEnemyCarryFail,enemy_act.o,,,
0x00161180,subEnemyBrain_ToBoy,enemy_act.o,,,
0x00163408,IsEnemyBrainToBoy,enemy_act.o,,,
0x00162EC0,actEnemyRun,enemy_act.o,,,
0x00163898,subEnemyBrain_BodyGuard,enemy_act.o,,,
0x00163278,actEnemyFlagCheckActive,enemy_act.o,,,
0x00163448,GetEnemyTypeFromGObj,enemy_act.o,,,
0x00163D88,motEnemyWalk,enemy_act.o,,,
0x00163978,subEnemyBrain_Shoulder,enemy_act.o,,,
0x001632C8,ACTEnemyForceSwitchToCarry,enemy_act.o,,,
0x00163250,actEnemyFlagCheckDead,enemy_act.o,,,
0x00162FE0,actEnemyBodyslamFail,enemy_act.o,,,
0x00163460,isEnemyKidnapEnable,enemy_act.o,,,
0x00163398,IsEnemyBrainToGenerator,enemy_act.o,,,
0x00163020,actEnemyNest,enemy_act.o,,,
0x0015E7C8,actEnemyAttack,enemy_act.o,,,
0x00163700,subEnemyBrain_FindGirl,enemy_act.o,,,
0x001623E0,actEnemyStart,enemy_act.o,,,
0x00166488,ClipWallFieldCheckCB,fieldCollision.o,,,
0x00166C00,PositionOfExit,fieldCollision.o,,,
0x00166320,ClipWallDebug,fieldCollision.o,,,
0x00163FA0,MakeCollisionDependGObjList,fieldCollision.o,,,
0x00166400,ClipWallBoxStop,fieldCollision.o,,,
0x001663E0,ClipWallEField,fieldCollision.o,,,
0x00165D78,DrawCollisionRay,fieldCollision.o,,,
0x00166530,ClipFloorCheckCB,fieldCollision.o,,,
0x001664B0,ClipFloor,fieldCollision.o,,,
0x001680A8,ClipWallRD,fieldCollision.o,,,
0x001669B8,GetWallAttribute,fieldCollision.o,,,
0x00166858,GetOrientOfWall,fieldCollision.o,,,
0x001663A0,ClipWallFuchiHangWalkStop,fieldCollision.o,,,
0x00165748,GetEdgeOfFloor,fieldCollision.o,,,
0x00166C40,GetGlobalWallPlane,fieldCollision.o,,,
0x00164988,DispCollisionPC,fieldCollision.o,,,
0x00165FD0,MakeExitAttributeIndex,fieldCollision.o,,,
0x00166650,DrawCollision,fieldCollision.o,,,
0x00168130,MapCollisionData,fieldCollision.o,,,
0x00166B18,GetDistanceFromPlane,fieldCollision.o,,,
0x00166340,ClipWall,fieldCollision.o,,,
0x001669A0,SetSimplePlane,fieldCollision.o,,,
0x00166460,ClipWallCheckCB,fieldCollision.o,,,
0x00166380,ClipWallWaveForce,fieldCollision.o,,,
0x001654A0,DrawGObjFloorCollision,fieldCollision.o,,,
0x00166558,ClipCollision,fieldCollision.o,,,
0x00166BD0,ResetCollisionPC,fieldCollision.o,,,
0x00166730,ClipPlane,fieldCollision.o,,,
0x00166510,ClipFloorIH,fieldCollision.o,,,
0x00166B48,GetYDistanceFromPlane,fieldCollision.o,,,
0x001663C0,ClipWallField,fieldCollision.o,,,
0x00166440,ClipWallE,fieldCollision.o,,,
0x00166A58,GetWallGlobalInfo,fieldCollision.o,,,
0x00166B90,GetYProjectionOfPlane,fieldCollision.o,,,
0x00166120,ClipFloorByGObj,fieldCollision.o,,,
0x001669D8,GetFloorAttribute,fieldCollision.o,,,
0x001664F0,ClipFloorR,fieldCollision.o,,,
0x00166608,LoadCollision,fieldCollision.o,,,
0x001651F0,DrawGObjWallCollision,fieldCollision.o,,,
0x001656D8,DBG_VECTOR,fieldCollision.o,,,
0x00166420,ClipWallAdjustPos,fieldCollision.o,,,
0x00166360,ClipWallR,fieldCollision.o,,,
0x001665C8,ChangeFieldCollisionDebugMode,fieldCollision.o,,,
0x001680D0,ClipWallVector,fieldCollision.o,,,
0x001664D0,ClipFloorE,fieldCollision.o,,,
0x001669F8,CompareAttribute,fieldCollision.o,,,
0x00164090,GetReflectionElement,fieldCollision.o,,,
0x00168150,fzShowV,fuzio.o,,,
0x001681B8,fzShowM,fuzio.o,,,
0x00168298,fzMagnitude2fv,fuzio.o,,,
0x00168218,fzMagnitude2f,fuzio.o,,,
0x00168328,fzMagnitudeByLine,fuzio.o,,,
0x001683D8,fzMagnitudeByLineSeg,fuzio.o,,,
0x00168240,fzMagnitude3f,fuzio.o,,,
0x00168270,fzMagnitudefv,fuzio.o,,,
0x00172BC0,IsGirlStatusEscortEnable,girl_act.o,,,
0x00172860,actGirlStart,girl_act.o,,,
0x00172460,actGirlRescueDst,girl_act.o,,,
0x00173270,actGirlStand,girl_act.o,,,
0x001736E0,afterGirlHand50,girl_act.o,,,
0x0016D988,subGirlBrain_Escape,girl_act.o,,,
0x001732B8,actGirlWalk,girl_act.o,,,
0x00173968,subGirlBrain_Hesitate,girl_act.o,,,
0x00173128,actGirlHangG3M,girl_act.o,,,
0x001737A0,afterGirlHand100,girl_act.o,,,
0x00173488,actGirlBecall,girl_act.o,,,
0x001687A0,motGirlHand100,girl_act.o,,,
0x001737E0,actGirlHand200,girl_act.o,,,
0x00172708,actGirlSupportBGBegin,girl_act.o,,,
0x00173D78,afterGirlHand,girl_act.o,,,
0x00172328,actGirlReadyMove,girl_act.o,,,
0x00173938,subGirlBrain_Idle,girl_act.o,,,
0x0016FB88,subGirlControl,girl_act.o,,,
0x00168618,motGirlHand50,girl_act.o,,,
0x00173A48,subGirlBrain_Busy,girl_act.o,,,
0x0016F908,WayTest,girl_act.o,,,
0x00173720,actGirlHand100,girl_act.o,,,
0x00172240,actGirlDitch3mReady,girl_act.o,,,
0x00173098,actGirlSupportGBLoop,girl_act.o,,,
0x001738F8,SetGirlDangerGObj,girl_act.o,,,
0x00173608,actGirlAttractAction,girl_act.o,,,
0x001738A0,NotNeedBackHand,girl_act.o,,,
0x001720D8,actGirlPulledGo,girl_act.o,,,
0x00173C08,ACTCheckCollis_SAFE,girl_act.o,,,
0x00173580,actGirlBehanged,girl_act.o,,,
0x00173918,ClearGirlDangerGObj,girl_act.o,,,
0x00172F90,ACTGame_GirlBeforeFunc,girl_act.o,,,
0x00173170,actGirlDitch3mExec,girl_act.o,,,
0x00173300,actGirlRun,girl_act.o,,,
0x00172D58,DebugDispAutoEscort,girl_act.o,,,
0x0016F478,subGirlBrain_HideAdvance,girl_act.o,,,
0x00173860,afterGirlHand200,girl_act.o,,,
0x00173E18,afterGirlSupportBGBegin,girl_act.o,,,
0x0016CB48,subGirlBrain_Hide,girl_act.o,,,
0x001702F0,subGirlCollision,girl_act.o,,,
0x00173DD0,actGirlJump,girl_act.o,,,
0x00172FC8,actGirlSupportGBBegin,girl_act.o,,,
0x00173A18,subGirlBrain_Becarry,girl_act.o,,,
0x00172A38,GirlAct_BoyAndMeCollisionMail,girl_act.o,,,
0x0016E0C0,ClipTwinVector,girl_act.o,,,
0x00169BF8,subGirlBrainMain,girl_act.o,,,
0x00171F88,actGirlPulledReady,girl_act.o,,,
0x00173440,actGirlAttack,girl_act.o,,,
0x001685F0,funcGirlHandDisconnect,girl_act.o,,,
0x00173E38,isMustCheckCylinder,girl_act.o,,,
0x001733C0,actGirlBHang,girl_act.o,,,
0x00173638,actGirlHand50,girl_act.o,,,
0x0016B4D0,subGirlBrain_Attract,girl_act.o,,,
0x00173DB0,afterGirlPulledGo,girl_act.o,,,
0x00173348,actGirlHang,girl_act.o,,,
0x00173B50,subGirlBrain_DangerEnv,girl_act.o,,,
0x0016ACE8,subGirlBrain_Pulledup,girl_act.o,,,
0x001730F8,actGirlSupportGBEnd,girl_act.o,,,
0x00168960,motGirlHand200,girl_act.o,,,
0x00171548,actGirlHand,girl_act.o,,,
0x00174848,jimakuDisp,jimaku.o,,,
0x00174788,jimakuNext,jimaku.o,,,
0x001747B8,jimakuJump,jimaku.o,,,
0x00174018,iosCdvdBackGroundReadJimaku,jimaku.o,,,
0x00174A50,jimakuUndisp,jimaku.o,,,
0x00174968,jimakuManager,jimaku.o,,,
0x00174768,jimakuBegin,jimaku.o,,,
0x00174838,jimakuEnd,jimaku.o,,,
0x00176560,GetWay_begin,way_sys.o,,,
0x00176580,BridgeBox,way_sys.o,,,
0x00174A60,_FUNC_GetWay_begin,way_sys.o,,,
0x00175F08,GetNearNigePointN,way_sys.o,,,
0x00176588,DeleteGuideWay,way_sys.o,,,
0x00175920,GetWay_next,way_sys.o,,,
0x001781C8,nearest_waypoint_by_lineseg_of_group_from_gobj,way_util.o,,,
0x00176778,visible_waypoint_of_all_except_gid_ThreadVersion,way_util.o,,,
0x001771A8,WayUtilWorkFree,way_util.o,,,
0x001777A0,GetWgAll,way_util.o,,,
0x001774C8,shortest_path_ThreadVersion,way_util.o,,,
0x00176EA0,wgid_next,way_util.o,,,
0x00178658,visible_waypoint,way_util.o,,,
0x00176C98,ez_line,way_util.o,,,
0x00176AD0,visible_waypoint_of_all_except_temp_ThreadVersion,way_util.o,,,
0x00177A60,set_check_wp,way_util.o,,,
0x00177090,WayUtilWorkAlloc,way_util.o,,,
0x001765E8,visible_waypoint_of_all_except_gid,way_util.o,,,
0x00178B90,waypoint_connect_group_side_me,way_util.o,,,
0x00178060,nearest_waypoint_by_lineseg_of_group,way_util.o,,,
0x00178928,get_wp_nearest_bridge_side_bridge,way_util.o,,,
0x00177208,shortest_path,way_util.o,,,
0x00178348,waypoint_with_range,way_util.o,,,
0x00177E80,nearest_waypoint_of_group,way_util.o,,,
0x00177BB8,set_bridge,way_util.o,,,
0x00178628,visible_waypoint_of_all_from_gobj,way_util.o,,,
0x00178BD8,bridge_waypoint_side_bridge,way_util.o,,,
0x00176CB8,short_direction_between_wp,way_util.o,,,
0x00178CD0,NearestWgFromTarget,way_util.o,,,
0x00178480,nearest_waypoint_of_all_not_bridge_except_group,way_util.o,,,
0x00178A48,waybridge_between_group,way_util.o,,,
0x00178C88,waypoint_connect_group_side_bridge,way_util.o,,,
0x00176920,visible_waypoint_of_all_except_temp,way_util.o,,,
0x001789B8,direction_across_bridge,way_util.o,,,
0x00178608,visible_waypoint_of_all,way_util.o,,,
0x00178288,nearest_waypoint_by_lineseg_from_gobj,way_util.o,,,
0x00178110,nearest_waypoint_by_lineseg,way_util.o,,,
0x00178560,nearest_waypoint_of_all,way_util.o,,,
0x00177F18,nearest_waypoint,way_util.o,,,
0x00177FB8,nearest_waypoint_from_gobj,way_util.o,,,
0x00176CA8,ez_circle,way_util.o,,,
0x00178770,visible_waypoint_from_gobj,way_util.o,,,
0x001783D8,nearest_waypoint_of_all_except_group,way_util.o,,,
0x00178AE8,bridge_waypoint_side_me,way_util.o,,,
0x00178898,get_wp_nearest_bridge_side_me,way_util.o,,,
0x00178EA8,gflagOn,gflag.o,,,
0x00178DF8,gflagSave,gflag.o,,,
0x00178E40,gflagLoad,gflag.o,,,
0x00178D60,gflagInit,gflag.o,,,
0x00178ED8,gflagOff,gflag.o,,,
0x00178E80,gflagChk,gflag.o,,,
0x0017B618,_SCPMoveCharactorByWay,script.o,,,
0x00179500,scpDoorTypeUpUp,script.o,,,
0x0017B868,scpSearchGobj,script.o,,,
0x00179178,scpPlayStart,script.o,,,
0x0017A0D8,scpKillSpiderGroup,script.o,,,
0x0017A0F8,preload,script.o,,,
0x001791F0,scpTrans,script.o,,,
0x0017B5C0,scpKillEnemyOne,script.o,,,
0x0017BC30,scpFadeOut,script.o,,,
0x0017A770,scpAdpcmPlayRequestFunc,script.o,,,
0x0017AFC8,scpTriggerWallAttr,script.o,,,
0x0017A198,scpDispOnAllWithKind,script.o,,,
0x0017BCC0,scpIsWallLever2On,script.o,,,
0x0017AAB0,scpTransLinear,script.o,,,
0x0017B888,scpPlayMotNode,script.o,,,
0x0017A328,scpLinkBGAtoLayoutedTargetSkeltonWithLocalRotationFlag,script.o,,,
0x0017BB80,RequestStageChangeSimple,script.o,,,
0x0017BA08,InitStageChange,script.o,,,
0x0017BC50,scpFadeIn,script.o,,,
0x0017A868,scpDeamon,script.o,,,
0x00178F68,scpSetCageVelocityFriction,script.o,,,
0x0017A9E8,scpIsRotObjectZPlusDirInclude,script.o,,,
0x0017BC90,scpGameStat_BoyWeaponkind,script.o,,,
0x0017B6E0,_SCPMoveByWay_ToChar,script.o,,,
0x0017BCE0,scpIsHangChain,script.o,,,
0x0017BA10,RequestStageChange,script.o,,,
0x0017C308,scpDoorTypeUpMain,script.o,,,
0x0017A1E0,scpActivateAllWithKind,script.o,,,
0x0017AED0,scpTriggerFloorAttr,script.o,,,
0x0017BF18,scpSetStreamMotionRootOffset,script.o,,,
0x0017B578,scpMaskGeneratorAll,script.o,,,
0x00179130,scpPlayJump,script.o,,,
0x00178F38,scpTorchLightOff,script.o,,,
0x0017A5C0,scpDoorTypeUp,script.o,,,
0x0017A260,scpLinkBGAtoLayoutedTarget,script.o,,,
0x0017A030,_SCPMoveCharactorByWay_Cancel,script.o,,,
0x0017B950,scpPlayPosSet,script.o,,,
0x0017C0E0,ScpCallCameraOn,script.o,,,
0x0017B840,_SCPCharacterStop,script.o,,,
0x0017C0B8,ScpCallCameraOff,script.o,,,
0x00179650,scpSubAdpcmPlay,script.o,,,
0x001793B0,scpDoorTypeUpDown,script.o,,,
0x0017B440,scpWakeupEnemyAll,script.o,,,
0x0017B0C0,scpTriggerFloorAttrTargetMan,script.o,,,
0x0017A810,scpAdpcmFadeClose,script.o,,,
0x0017BA38,RequestStageChangeWithColor,script.o,,,
0x0017C230,scpTriggerIgnore,script.o,,,
0x0017A3C0,scpLinkBGAtoKindTargetSkeltonWithLocalRotationFlag,script.o,,,
0x0017A2A0,scpLinkBGAtoLayoutedTargetSkelton,script.o,,,
0x0017A158,scpDispOffAllWithKind,script.o,,,
0x0017A910,scpIsTorchLightOn,script.o,,,
0x0017BD00,scpIsHangChainOptional,script.o,,,
0x0017A058,scpSekizouCheckPoint,script.o,,,
0x0017B3B8,scpSleepEnemyAll,script.o,,,
0x0017BF50,scpWakeupItemWithBoundary,script.o,,,
0x00179200,scpTriggerBallTargetMan,script.o,,,
0x0017A838,scpAdpcmCloseChk,script.o,,,
0x0017B4C8,scpKillEnemyAll,script.o,,,
0x0017A9A8,scpGetRotObjectRotCount,script.o,,,
0x0017A950,scpIsBombExplode,script.o,,,
0x0017BBD0,RequestStageChangeDirect,script.o,,,
0x0017C020,ScpCallCameraSetTarget,script.o,,,
0x0017C108,ScpCallCameraTargetOff,script.o,,,
0x0017C1B0,scpExplodeSecretItem,script.o,,,
0x0017C000,scpCheckReadyAllObjects,script.o,,,
0x00178FA8,scpPlayMotDir,script.o,,,
0x0017C130,scpTransGObj,script.o,,,
0x00178F08,scpTorchLightOn,script.o,,,
0x0017A6E0,scpDoorTypeUpSwitch,script.o,,,
0x0017B920,scpPlayMotReq,script.o,,,
0x0017BD40,scpBornSpider,script.o,,,
0x0017C090,ScpCallCameraGetTarget,script.o,,,
0x0017ADB8,scpTriggerBall,script.o,,,
0x0017B238,scpTriggerPosBox,script.o,,,
0x0017A220,scpDisActivateAllWithKind,script.o,,,
0x001791B8,scpPlayEnd,script.o,,,
0x0017A458,scpGetWallCollision,script.o,,,
0x0017C338,actSubSekizoSe,script.o,,,
0x00179048,scpPlayMot,script.o,,,
0x001797E0,scpSekizou,script.o,,,
0x0017B370,scpEffectStart,script.o,,,
0x0017A7D8,scpAdpcmPlayRequestNum,script.o,,,
0x00178FE8,scpPlayMotDirSmz,script.o,,,
0x0017BE60,scpActStatusDeathFall,script.o,,,
0x0017AB88,scpRotateLinear,script.o,,,
0x00179DD0,_SCPBoySupportGirl,script.o,,,
0x0017BC68,scpFadeChk,script.o,,,
0x0017B9C8,scpPlayWaitMotEnd,script.o,,,
0x0017ACC8,scpTriggerPosBall,script.o,,,
0x0017C910,actSt25aQueenTalkChk,st25a.o,,,
0x0017E0A0,actItouQueenAttackChk,st25a.o,,,
0x0017DDA0,actItouQueenAttack,st25a.o,,,
0x0017C658,actConte11,st25a.o,,,
0x0017C3D0,actSt25aQueenAppear,st25a.o,,,
0x0017DCA8,actSt25aQueenTalk,st25a.o,,,
0x0017DC08,actSt25aGenerator,st25a.o,,,
0x0017DBD8,BoySekikaTexScroll,st25a.o,,,
0x0017DE08,actSwordEff,st25a.o,,,
0x0017E090,actSt25aQueenDeadEvent,st25a.o,,,
0x0017DEB0,actSt25aQueenBeforeChk,st25a.o,,,
0x0017DE48,actSwordEffXL,st25a.o,,,
0x0017DA30,actConte13Jimaku,st25a.o,,,
0x0017DD38,actSt25aQueenDead,st25a.o,,,
0x0017DF28,actConte11Jimaku,st25a.o,,,
0x0017D318,actConte12Jimaku,st25a.o,,,
0x0017CE38,actConte12,st25a.o,,,
0x0017D560,actSt25aQueenDeadChk,st25a.o,,,
0x0017DC30,actSt25aQueenBefore,st25a.o,,,
0x0017C560,actSt25aQueenAppearChk,st25a.o,,,
0x0017E128,warpGirlOutStage,warpGirl.o,,,
0x0017E4A0,warpGirlInit,warpGirl.o,,,
0x0017E380,warpGirlInStage,warpGirl.o,,,
0x0017F0A8,CommonAttackCenter,attackhit.o,,,
0x0017F098,EnemyAttackCenter,attackhit.o,,,
0x0017F0A0,BoyAttackCenter,attackhit.o,,,
0x0017F0D8,AttackCenter,attackhit.o,,,
0x0017F268,AttackCenter_WithDir,attackhit.o,,,
0x0017FF98,brainLockGirl,brain.o,,,
0x0017FC08,brainGetLevel,brain.o,,,
0x0017FFA8,brainUnlockGirl,brain.o,,,
0x0017FCF8,brainInitGirlSet,brain.o,,,
0x0017FE58,brainSetLevelGop,brain.o,,,
0x0017F418,brainAddLevelGirl,brain.o,,,
0x0017F5E8,brainLevelProcess,brain.o,,,
0x0017FDE0,brainSubLevelGop,brain.o,,,
0x0017F490,brainStatusDefaultSet,brain.o,,,
0x0017FD70,brainAddLevelGop,brain.o,,,
0x0017F438,brainInit,brain.o,,,
0x0017FEF8,brainDecTargetTimer,brain.o,,,
0x0017FC30,brainClsTargetLevel,brain.o,,,
0x0017FF88,brainSetSpMode,brain.o,,,
0x0017FAF8,brainStatusSet,brain.o,,,
0x0017FC00,brainStatusDel,brain.o,,,
0x0017F880,brainGetTarget,brain.o,,,
0x00183ED8,_CameraEdit_del_pin,brain.o,,,
0x00185590,CameraEdit_Enter,brain.o,,,
0x00185030,StickToTrans,brain.o,,,
0x001845F0,CameraEdit_del_box,brain.o,,,
0x00184720,InitCameraEditor,brain.o,,,
0x00184670,CameraEdit_DispBox,brain.o,,,
0x00181C20,dispCameraGroupType2,brain.o,,,
0x001829D8,menuGroupSelect,brain.o,,,
0x00182C28,menuGroupEdit,brain.o,,,
0x00180588,gif_test,brain.o,,,
0x00184B50,CameraEdit_reflect_pin,brain.o,,,
0x00183D80,_CameraEdit_del_box,brain.o,,,
0x00185210,group_select,brain.o,,,
0x00184EC0,ConvertCameraSetBuffer,brain.o,,,
0x00185280,_CameraEdit_BOX,brain.o,,,
0x00184D18,CameraEdit_PIN,brain.o,,,
0x001851A8,menu_2,brain.o,,,
0x00181C10,CameraEdit_DispPinType2,brain.o,,,
0x00184730,debug_CameraEditor,brain.o,,,
0x00184058,CameraEdit_add_box,brain.o,,,
0x001849F8,CameraEdit_reflect_box,brain.o,,,
0x00184D00,CameraEdit_BOX,brain.o,,,
0x001852C0,_CameraEdit_add_box,brain.o,,,
0x00184D40,CameraEdit_DispPin,brain.o,,,
0x00184718,debug_Arrow,brain.o,,,
0x00184CC0,CameraEdit_PIN_NUMBER_ALL,brain.o,,,
0x00184340,CameraEdit_add_pin,brain.o,,,
0x00181600,DispAxisArrow,brain.o,,,
0x00184710,debug_Marker,brain.o,,,
0x00180670,DebugDispBox,brain.o,,,
0x00184C68,CameraEdit_BOX_NUMBER,brain.o,,,
0x00183CE8,wakeup_cameraedit,brain.o,,,
0x00184688,CameraEdit_Save,brain.o,,,
0x00184788,CameraEdit_reset_box,brain.o,,,
0x00183018,menuPinSelect,brain.o,,,
0x00185438,_CameraEdit_add_pin,brain.o,,,
0x001825F8,CameraEdit_DispBoxType2_Plane,brain.o,,,
0x00184C78,CameraEdit_PIN_NUMBER,brain.o,,,
0x00184678,CameraEdit_Reflect,brain.o,,,
0x001848E0,CameraEdit_reset_pin,brain.o,,,
0x00184628,CameraEdit_del_pin,brain.o,,,
0x001834D8,menuPinEdit,brain.o,,,
0x001829D0,CameraEdit_DispBoxType2,brain.o,,,
0x00184698,debug_NMarker,brain.o,,,
0x00183D68,test_camedit,brain.o,,,
0x00185298,_CameraEdit_PIN,brain.o,,,
0x00186E20,InitIco2Camera,brain.o,,,
0x001886E0,MakeCameraSetBinary,brain.o,,,
0x00185598,CameraSetCameraSet,brain.o,,,
0x00186B00,ReflectCameraSetBinary,brain.o,,,
0x001883D0,SetCameraZoomOffsetRatio,brain.o,,,
0x001883D8,GetCameraGroupCurrent,brain.o,,,
0x001883E0,GetCameraGroupFromGObj,brain.o,,,
0x001870C0,SetCameraMatrix_Ico2,brain.o,,,
0x001884B8,GetCameraGroupFromPosition,brain.o,,,
0x00188958,GetSizeOfCameraSetBinary,brain.o,,,
0x001889A0,SetCameraTargetPosition,brain.o,,,
0x00188630,InitPluralCameraSet,brain.o,,,
0x00185600,CameraSetCameraSet_Default,brain.o,,,
0x00188580,AddPluralCameraSet,brain.o,,,
0x00188638,GetPluralCameraSet,brain.o,,,
0x00189F08,CameraGetTarget,brain.o,,,
0x00189F40,CameraGetOtherObjOffset,brain.o,,,
0x0018A258,CameraSetTargetPos,brain.o,,,
0x0018A028,InsertCamera_Set,brain.o,,,
0x0018A280,GetCameraInfo_tmp,brain.o,,,
0x0018A1C0,GetCurrentCameraSet2,brain.o,,,
0x0018A200,CameraSetCameraPosition,brain.o,,,
0x00189DA0,Camctrl_ExitEveRock,brain.o,,,
0x00188A70,ConvertCameraSet,brain.o,,,
0x0018A1D0,SetCameraFlag_LwsCutBack,brain.o,,,
0x00189DD0,Camctrl_SetTarget,brain.o,,,
0x0018A2E0,SetMonitorCameraInitializeFlag,brain.o,,,
0x00189540,SetCameraMatrix,brain.o,,,
0x00189F10,CameraGetTargets,brain.o,,,
0x00189F38,CameraGetMode,brain.o,,,
0x0018A260,GetCameraPos,brain.o,,,
0x00189E38,CameraSetTargetGObj,brain.o,,,
0x00189E48,CameraChangeTargetParallel,brain.o,,,
0x00189E00,GetCameraDefaultTargetGObj,brain.o,,,
0x0018A1E0,SetCameraFlag_GamecamCutBack,brain.o,,,
0x00188A38,SetWSMatrix,brain.o,,,
0x001893E0,InitCamera,brain.o,,,
0x0018A0B8,InsertCamera_SetNoraml,brain.o,,,
0x00189F28,CameraSetMode,brain.o,,,
0x0018A150,InsertCamera_Exec,brain.o,,,
