# Auto-generated from PAL->USA symbol reconciliation
# 2886 unique VA symbols
# Format: VA SymbolName
0x00100008 _start
0x00152508 actBoyPullupGo
0x001526A0 actBoyBelift
0x00152A70 actBoyRescueReady
0x00153318 SetStatusBoy_OtherStageGirlPinch
0x00153478 actBoyStart
0x001538C0 CorrectStickInfo
0x00153918 actBoyStand
0x00153980 actBoyHang
0x001539F0 actBoyFall
0x00153A30 actBoyCall
0x00153BE0 actBoyHangBefore
0x00153DA0 actBoyBeslam
0x00153AA8 actBoyRescueSrc
0x00153E28 actBoySupportGBBegin
0x00153E68 actBoySupportGBLoop
0x0014AF9C IsAbleBoyControl
0x00153FF0 actBoyHand50
0x00154070 afterBoyHand50
0x00154218 ACTSearchEnemy
0x00154390 DeleteBoyWeapon
0x00154448 BoyInfoUpdate_StageChange
0x00154520 IsBoyStatus_EnemyMustWait
0x001545D8 IsGirlEscortedInNextStage
0x00154648 OnGirlEscortFlag
0x001546C0 RequestStageChangeKidnapEnd
0x00154770 GetEfStageCameraTargetID
0x0018CEF0 PrivInsCamChk
0x00158568 PrivInsCamChk_Control
0x0026C35C GetsizeCharacterPacket
0x001548F0 ReadCharacterPacket
0x001549B8 ACTSearchGObj
0x00154B20 afterBoySwim
0x00154CB8 afterBoyHangG3M
0x00176198 afterBoyRescueGirlBhang
0x00154CC8 subBoyBrainMain
0x00154D20 GetBoyRootPositionForCamera
0x00154DD0 Boy_Init
0x001550C0 _ACTCorrectMsg
0x001564D0 WithMailFunc_AttackRejectInQueen
0x00156558 GetCorrectOrientOfChain
0x00156688 CollisCheckInRope
0x00156BA0 motCommonRopeTurnR
0x00157BF8 SetDirectRootPositionXZ
0x00157DC8 DamageFunc
0x00157E68 DownFunc
0x00157FA0 actCommonDie
0x001584D8 actCommonCling
0x00158570 actCommonSlip
0x00158690 actCommonStoneDead
0x0015CC28 BoxBarSoundOn
0x00158960 _boxbar_set_sound
0x00158F10 actCommonBar
0x00159240 correctJumpOrientByChain
0x00159AF0 debugDispFlyLimit
0x00159C38 debugDispSphere
0x0015E928 flyCoreLoop
0x0015F6A0 actCommonFly
0x0015AEC8 actCommonLadder
0x0015B4B8 actCommonEdgeHang
0x0015B620 funcCommonBeginReady
0x0015C130 E3_LeverCheck
0x0015C7C8 subCommonIdle
0x0015CD70 ContinueCorrectPosition
0x0015CEB8 actCommonTurn
0x0015D0B0 actCommonBackhand
0x0015D348 ACTAdjustPlane
0x0015D488 WithMailFunc_FallDead
0x0015D520 actCommonRevive
0x0015D5A0 actCommonReviveAir
0x0015D5F0 actCommonPlay
0x0015D620 actCommonOne
0x0015D6B0 actCommonDelete
0x0015D7E8 actCommonCatchFire
0x0015D950 actCommonBoxReverbe
0x0015D988 actCommonClimb
0x0015D9D0 actCommonCliffdown
0x0015DA20 actCommonLadderBellow
0x0015DB58 actCommonLadderBellowHang
0x0015DBB0 actCommonEdge
0x0015DC10 actCommonDodge
0x0015DCE8 actCommonDodgeJump
0x0015DD78 actCommonGuard
0x0015DE38 actCommonFallDamage
0x0015DEB0 actCommonDamage
0x0015DF60 actCommonSwim
0x0015E080 actCommonLever2
0x0015E118 actCommonRopeTouchWall
0x0015E1B0 actCommonRopeSwing
0x0015E2A8 actCommonRopeTurn
0x0015E388 actCommonRopeJump
0x0015E478 actCommonCornered
0x0015E510 actCommonTurnWarn
0x0015E5C8 actCommonTurnStrict
0x0015E678 actCommonOneWall
0x0015E790 motCommonBarPush
0x0015E7C0 motCommonBarPull
0x0015E7F8 motCommonLadderUp
0x0015E878 motCommonLadderDown
0x0015E908 motCommonSlip
0x0015E9A0 motCommonRopejumpDircorrect
0x0015EAB0 motCommonRopeTurnSpecialR
0x0015ED60 motCommonTruckLeverLoop
0x0015EDB8 motCommonTruckLeverPull
0x0015EE78 afterCommonRope
0x0015EEF0 extraCommonCall
0x0015EF50 _ACTMotReqResult
0x0015EF88 test_CURRENTORIENT
0x0015EFF8 test_CURRENTROOT
0x0015F0B8 StartCorrectPosition
0x0015F228 ControlMotionOrient
0x0015F248 FloorIsTruck
0x0015F298 _ACTMotDir_V
0x0015F2D8 ACTMotDirToWall
0x0015F320 SetCorrectOrientOfChain
0x0015F358 actAfterForceRope
0x00176130 afterCommonRopeTurnSpecial
0x00163C38 actAfterDown
0x0015F4B8 afterCommonCling
0x0015F518 afterCommonStone
0x0015F550 afterCommonBox
0x0015F578 afterCommonBar
0x0015F650 actAfterFly
0x0015F6C0 afterCommonTruckLever
0x0015F6F0 setBattleStatus
0x0015F800 boss_effect_start
0x0015F9F8 boss_effect_process
0x0015FB60 _DoAwait
0x0015FC50 _MustChase
0x001600F8 subEnemyCollision
0x001605F8 actEnemyAttack
0x00160720 actEnemyRestart
0x001613B0 MoveChestForCatchBoy
0x00161598 actEnemyBodylift
0x001619A8 actEnemyPickupBegin
0x00162AC8 GetFlyPosition
0x00163950 subEnemyBrain_ToGirl
0x00163B40 _ApproachTarget_Boss
0x00163D60 flyMailCore
0x001649D0 subEnemyBrain_Attack
0x00164D30 subEnemyBrain_Cling
0x00164EB0 actEnemyStand
0x00164FD0 actEnemyCarry
0x00165018 actEnemyBodyslam
0x00165060 actEnemyBodyslamFail
0x00165178 actEnemyHyde
0x00165348 ACTEnemyForceSwitchToCarry
0x00165418 IsEnemyBrainToGenerator
0x0016A460 GetEnemyTypeFromGObj
0x0010A10C GetEnemyType
0x00165540 isEnemyActive
0x001655B0 subEnemyBrain_Idle
0x00165610 subEnemyBrain_Await
0x00165780 subEnemyBrain_FindGirl
0x00165918 subEnemyBrain_BodyGuard
0x001659F8 subEnemyBrain_Shoulder
0x00165A88 subEnemyBrain_Pickup
0x00165B80 EnemyUtil_TurnToBoy
0x00165CE8 FlyMail
0x00165D18 boss_effect_callback
0x00165DC0 motEnemyStand
0x00165E08 motEnemyWalk
0x00165F00 EnemyUtil_isOtherStatus
0x00165FB8 _ApproachTarget
0x00166000 afterEnemyBodylift
0x00166028 MakeCollisionDependGObjList
0x00166118 GetReflectionElement
0x00166258 clip_wall_1
0x001667E0 clip_floor_1
0x00166A10 DispCollisionPC
0x00166E10 _Clip
0x00167278 DrawGObjWallCollision
0x00167528 DrawGObjFloorCollision
0x00167760 DBG_VECTOR
0x001677D0 GetEdgeOfFloor
0x00167E00 DrawCollisionRay
0x00168058 MakeExitAttributeIndex
0x001681A8 ClipFloorByGObj
0x001683A8 ClipWallDebug
0x001683C8 ClipWall
0x001684E8 ClipWallCheckCB
0x001685E0 ClipCollision
0x00168690 LoadCollision
0x001686D8 DrawCollision
0x001687B8 ClipPlane
0x001688E0 GetOrientOfWall
0x00168AE0 GetWallGlobalInfo
0x00168BA0 GetDistanceFromPlane
0x00168C88 PositionOfExit
0x00168CC8 GetGlobalWallPlane
0x00168DA8 _clipWDebug
0x00168ED0 _clipW
0x00169020 _clipWE
0x00169190 _clipWEField
0x001692F0 _clipWR
0x00169440 _clipWField
0x00169580 _clipWDitchHangWalkStop
0x001696C0 _clipWWaveForce
0x00169800 _clipWBoxStop
0x00169AA8 _clipF
0x00169BD0 _clipFE
0x00169D18 _clipFIH
0x00169E58 _clipFR
0x00169F80 __ClipWallWithDrawRay
0x0016A130 ClipWallRD
0x0016A158 ClipWallVector
0x0016A1D8 fzShowV
0x0016A240 fzShowM
0x0016A2A0 fzMagnitude2f
0x0016A2C8 fzMagnitude3f
0x0016A2F8 fzMagnitudefv
0x0016A320 fzMagnitude2fv
0x0016A3B0 fzMagnitudeByLine
0x0016A5F0 GetEyeDirection
0x0016A6A0 motGirlHand50
0x0016A828 motGirlHand100
0x0016A9E8 motGirlHand200
0x0016AC10 GirlBrainClearTarget
0x0016BCA0 girlBrainMain_PositionUpdate
0x0016CED0 subGirlBrain_PulledUp
0x0016D488 checkWaterfallResult
0x0016E910 _girlBrainHide_MakeHidePoint
0x0016EB68 girlBrainHide_GoalTurn
0x0016F410 girlBrainRunawaySearchPoint
0x0016F9A8 girlBrainRunawayMoveByWay
0x00170380 ClipTwinVector
0x001706E0 Danger_Bomb
0x001712C8 Danger_Box
0x001718F0 isEnterHideadv_EnemyLocation
0x00171AB0 isEnterHideadv
0x001742A0 actGirlPulledReady
0x0017A578 actGirlPulledGo
0x00174558 actGirlDitch3mReady
0x00174778 actGirlRescueDst
0x00174A48 actGirlSupportBGBegin
0x00174BA0 actGirlStart
0x00174D78 GirlAct_BoyAndMeCollisionMail
0x0017B2E8 DebugDispAutoEscort
0x0017B760 ACTGame_GirlBeforeFunc
0x00175308 FindGirlPullupFloorBoxGObj
0x00175350 actGirlSupportGBBegin
0x001754B0 actGirlHangG3M
0x001754F8 actGirlDitch3mExec
0x001758F8 actGirlBehanged
0x001759B0 actGirlHand50
0x00175A58 afterGirlHand50
0x00175CB0 subGirlBrain_Idle
0x00175CE0 subGirlBrain_Hesitate
0x00175DC0 subGirlBrain_Busy
0x00175F80 ACTCheckCollis_SAFE
0x001760F0 afterGirlHand
0x00176200 jimaku_display_texture
0x00176398 iosCdvdBackGroundReadJimaku
0x001763F8 jimakuHandler
0x00176808 jimakuMgrNext
0x001769D0 jimakuMgrJump
0x00176AA0 jimakuMgrEnd
0x00176B08 jimakuNext
0x00176B38 jimakuJump
0x00176BB8 jimakuEnd
0x00176BC8 jimakuDisp
0x00176CE8 jimakuManager
0x00176DE0 _FUNC_GetWay_begin
0x00177260 avoid_obstacle2
0x001779F0 create_box_bridge
0x00177CA0 GetWay_next
0x001782B0 GetNearNigePointN
0x00178930 DeleteGuideWay
0x00178990 visible_waypoint_of_all_except_gid
0x00178B20 visible_waypoint_of_all_except_gid_ThreadVersion
0x00178CC8 visible_waypoint_of_all_except_temp
0x00179040 ez_line
0x00179060 short_direction_between_wp
0x00179248 wgid_next
0x00179438 WayUtilWorkAlloc
0x00179558 WayUtilWorkFree
0x001795B8 shortest_path
0x00179B50 GetWgAll
0x00179F68 set_bridge
0x0017A230 nearest_waypoint_of_group
0x0017A2C8 nearest_waypoint
0x0017A368 nearest_waypoint_from_gobj
0x0017A410 nearest_waypoint_by_lineseg_of_group
0x0017A638 nearest_waypoint_by_lineseg_from_gobj
0x0017A6F8 waypoint_with_range
0x0017A788 nearest_waypoint_of_all_except_group
0x0017A830 nearest_waypoint_of_all_not_bridge_except_group
0x0017A910 nearest_waypoint_of_all
0x0017A9B8 visible_waypoint_of_all
0x0017A9D8 visible_waypoint_of_all_from_gobj
0x0017AA08 visible_waypoint
0x0017AB20 visible_waypoint_from_gobj
0x0017AC48 get_wp_nearest_bridge_side_me
0x0017AD68 direction_across_bridge
0x0017ADF8 waybridge_between_group
0x0017AE98 bridge_waypoint_side_me
0x0017AF88 bridge_waypoint_side_bridge
0x0017B080 NearestWgFromTarget
0x0017B230 gflagChk
0x0017B258 gflagOn
0x0017B288 gflagOff
0x0017B2B8 scpTorchLightOn
0x0017B318 scpSetCageVelocityFriction
0x0017B358 scpPlayMotDir
0x0017B3F8 scpPlayMot
0x0017B4E0 scpPlayJump
0x0017B528 scpPlayStart
0x0017B568 scpPlayEnd
0x0017B5B0 scpTriggerBallTargetMan
0x001823F0 scpAdpcmCloseFunc
0x0017BB98 scpWoodSrh
0x0017BF78 scpSekizou
0x0017C5B8 _SCPBoySupportGirl
0x0017C840 scpSekizouCheckPoint
0x0017C8C0 scpWakeupEnemyOne
0x0017C990 scpKillSpiderGroup
0x0017CA18 scpDispOffAllWithKind
0x0017CA58 scpDispOnAllWithKind
0x0017CAA0 scpActivateAllWithKind
0x0017CB20 scpLinkBGAtoLayoutedTarget
0x0017CB60 scpLinkBGAtoLayoutedTargetSkelton
0x0017CBE8 scpLinkBGAtoLayoutedTargetSkeltonWithLocalRotationFlag
0x0017CD18 scpGetWallCollision
0x0017CE80 scpDoorTypeUp
0x0017CFA0 scpDoorTypeUpSwitch
0x0017D1D0 scpWoodBox
0x0017D230 scpIsTorchLightOn
0x0017D270 scpIsBombExplode
0x0017D2C8 scpGetRotObjectRotCount
0x0017D308 scpIsRotObjectZPlusDirInclude
0x0017D3D0 scpTransLinear
0x0017D5E8 scpTriggerPosBall
0x0017D6D8 scpTriggerBall
0x0017D7F0 scpTriggerFloorAttr
0x0017D9E0 scpTriggerFloorAttrTargetMan
0x0017DB58 scpTriggerPosBox
0x0017DC90 scpEffectStart
0x0017DCD8 scpSleepEnemyAll
0x0017DDE8 scpKillEnemyAll
0x0017DE98 scpMaskGeneratorAll
0x0017DEE0 scpKillEnemyOne
0x0017E000 _SCPMoveByWay_ToChar
0x0017E1A8 scpPlayMotNode
0x0017E240 scpPlayMotReq
0x0017E270 scpPlayPosSet
0x0017E2E8 scpPlayWaitMotEnd
0x0017E330 RequestStageChange
0x0017E4A0 RequestStageChangeSimple
0x0017E4F0 RequestStageChangeDirect
0x0017E5B0 scpGameStat_BoyWeaponkind
0x0017E600 scpIsHangChain
0x0017E620 scpIsHangChainOptional
0x0017E660 scpBornSpider
0x0017E838 scpSetStreamMotionRootOffset
0x0017E870 scpWakeupItemWithBoundary
0x001858B8 ScpCallCameraTargetOff
0x0017EA50 scpTransGObj
0x0017EAD0 scpExplodeSecretItem
0x0017EB50 scpCheckExistAliveEnemy
0x0017EC98 scpTriggerIgnore
0x0017ED70 scpDoorTypeUpMain
0x0017EDA0 actSt25aQueenAppear
0x0017EF30 actSt25aQueenAppearChk
0x0017F028 actConte11
0x0017F2E8 actSt25aQueenTalkChk
0x0017F810 actConte12
0x0017FCF8 actConte12Jimaku
0x001803A8 actConte13Jimaku
0x00180550 BoySekikaTexScroll
0x001805A8 actSt25aQueenBefore
0x00180628 actSt25aQueenTalk
0x001806B8 actSt25aQueenDeadReady
0x001807F0 actSwordEff
0x00180830 actSwordEffXL
0x00180898 actSt25aQueenBeforeChk
0x00180910 actConte11Jimaku
0x00180A78 actSt25aQueenDeadReadyChk
0x00180B38 actItouQueenAttackChk
0x0021F470 actSt25aElevCharaChk
0x00180BC0 warpGirlOutStage
0x00181BC8 CommonAttackCenter
0x00189738 brainAddLevelGirl
0x00181F58 brainInit
0x00182158 brainLevelProcess
0x00182958 brainInitGirlSet
0x001829D0 brainAddLevelGop
0x00182AB8 brainSetLevelGop
0x00182C68 brainSetLevel
0x00182CF0 brainCheckView
0x00182D20 EnterMenu
0x00182DD8 saveEditedDataBinary
0x00182F20 saveEditedData
0x00183218 gif_test
0x00183300 DebugDispBox
0x00183968 DispCameraGroup
0x00184138 drawXZArrow
0x00184290 DispAxisArrow
0x00184488 dispCameraPinType2
0x001848B0 dispCameraGroupType2
0x00185288 CameraEdit_DispBoxType2_Plane
0x00185668 menuGroupSelect
0x00185CA8 menuPinSelect
0x00186168 menuPinEdit
0x00186978 wakeup_cameraedit
0x00186CE8 CameraEdit_add_box
0x00186FD0 CameraEdit_add_pin
0x00187280 CameraEdit_del_box
0x001872B8 CameraEdit_del_pin
0x00187328 debug_NMarker
0x001873C0 debug_CameraEditor
0x00187418 CameraEdit_reset_box
0x0018ECC8 CameraEdit_reset_pin
0x00187688 CameraEdit_reflect_box
0x00187908 CameraEdit_PIN_NUMBER
0x00187990 CameraEdit_BOX
0x001879D0 CameraEdit_DispPin
0x00187CC0 StickToTrans
0x00187E38 menu_2
0x00187EA0 camEdit_group_select
0x00187F28 _CameraEdit_PIN
0x00187F50 _CameraEdit_add_box
0x001880C8 _CameraEdit_add_pin
0x00188228 CameraSetCameraSet
0x001882D0 ico2camera_GetTargetPos
0x00188550 ico2camera_GetGroupNearest
0x00188C98 ChaseCamera
0x00188E30 CameraMove
0x001897A8 ReflectCameraSetBinary
0x00189B88 GetTargetOffset
0x0018A400 ReadCameraSet
0x0010A4E4 SetCameraZoomOffsetRatio
0x0018B0A8 GetCameraGroupFromGObj
0x0018B180 GetCameraGroupFromPosition
0x0018B248 AddPluralCameraSet
0x0018B300 GetPluralCameraSet
0x0018B3A8 MakeCameraSetBinary
0x0018B668 SetCameraTargetPosition
0x0018B700 SetWSMatrix
0x0018B738 ConvertCameraSet
0x0018B9D0 CameraEditManual
0x0018BEB0 DebugCameraSemiAuto
0x0018BF70 BackToGameCamera
0x0018CAA8 Camctrl_SetTarget
0x0018CAD8 GetCameraDefaultTargetGObj
0x0018CB20 CameraChangeTargetParallel
0x0018CC00 CameraSetMode
0x0018CC18 CameraGetOtherObjOffset
0x0018CED0 SetCameraFlag_LwsCutBack
0x001AA688 UpdateHandCameraLimitV
0x0018CF80 GetCameraInfo_tmp
0x0018CFF8 UpdateRootPosition
0x0018D100 StartPendulum
0x0018D3A0 collisionCheck
0x0018D4F0 chain_simulate_term_simple
0x0018DD80 chain_simulate_term_ropeturn
0x0018D640 chain_simulate_term_loop
0x0018D928 chain_simulate_term_moveup
0x0018DB90 chain_simulate_term_down
0x0018DDF0 chain_simulate_term
0x0018DF00 chain_simulate_free
0x0018DFF8 correct_vector
0x0018E188 pendulum_Process
0x0018E5B0 InitChainGeo
0x0018EB70 chain_set_charachara
0x0018F640 ChainDL
0x0018F798 GetPositionOnTheChain
0x0018F8E8 PlumbPointUpdateChain
0x00190298 HoldChain
0x00198750 GetChainClimbOrient
0x00190478 GetRootPositionHandExtra
0x001906B8 _GetCorrectOrientOfChain
0x001907E0 chain_sub_simulate
0x001909B8 chain_sub_pendulum
0x00190A48 GetChainNearestNodePosition
0x00190B30 eBrainProcess
0x00190D70 eBrainGetTargetGeneratorFromLabel
0x00190F30 eBrainGetTarget
0x001918A8 eBrainInit
0x001918F0 eBrainStatusSet
0x001919A0 eBrainSendMes
0x00191AA0 GetStageFromLabel
0x00191B70 eBrainGetTargetGeneratorFromLabelStage
0x00191C80 EnemyCtrlBeforeFunc
0x00191D08 InitEnemyCtrlGeo
0x00191D70 fightSoundProcessMain
0x00191F50 fightSoundProcess
0x00192050 fightSoundClose
0x00258CE0 fightSoundPlayChk
0x001920A8 CheckGeneratorCollision
0x001921F8 GetGeneratorSafePosition
0x00192478 endfunc_BGA
0x00192908 CallEnemy
0x0019B078 Generator_QuickCall
0x00192E08 MakeGeneratorPacket
0x00192EB8 generatorBeforeFunc
0x00193600 GeneratorDL
0x0019BD30 Generator_Mask
0x00193930 Generator_Init
0x001009D8 GetsizeGeneratorPacket
0x00193A00 RestoreGeneratorExtGeo
0x00193A78 IsEnableCallEnemy
0x00193B78 DirectCallEnemy
0x00193CE8 LockEnemyGenerate
0x00193D30 UnlockEnemyGenerate
0x00193E48 ReturnEnemyToGenerator
0x00193EE0 SearchActiveGenerator
0x00194020 _InterGV
0x001940B0 GetMatrixDirectionToZ
0x00194218 _InterRotGV
0x00194440 _MoveGV
0x00194508 _RotyGV
0x00194590 _AbsRotyGV
0x001945B8 _ApplyRyGV
0x00194630 _GetDirection
0x00194678 _RotGV
0x00194718 _RotGVF
0x001947D0 _OrientXZGV
0x00194840 _FrontGV
0x00194BD8 HandyCamera_TargetMoveType
0x00194E28 InitHandCameraCorrect
0x00194EA8 SetLimitHandCameraCorrect
0x0023D5A8 SetParamKyomiGObj
0x00194FF8 ActSendMail_WithAdditionalData
0x001950F8 GetMailAdditionalData
0x001951A0 ClearMailAdditionalData
0x00195208 before_DrawPolygon
0x0019DFF0 _IsInScreen2
0x00195350 before_DrawLine
0x00195380 DrawPolygon
0x00195418 do_DrawLine
0x00195510 IsPointIsInScreen
0x00195588 interp_vector_sa
0x001956E8 birdBeforeFunc
0x00195910 trans_bird
0x00195A40 subBirdBrainMain
0x00196E78 Debug_WireString_Bird
0x00196F78 Debug_StickControl
0x00197080 BirdDL
0x001970E8 vector_angle_degree
0x00197160 subBirdControl
0x00197198 subBirdCollision
0x001971C0 actBirdStart
0x00197240 InitBirdGeo
0x00197338 _ACTSendMailToBirdAll
0x001973A8 GatherEffect_SetGoal
0x001973F0 GatherEffect_Proc
0x001976D8 GatherEffect_Set
0x001977A8 GatherEffect_InqEnd
0x00197818 effect_end_func
0x001978B0 bossCtrlBeforeFunc
0x00197A38 BossEnemyFunc
0x00197B30 gene_enemy
0x00197FE8 itou_boss_gflag_init
0x00198000 BossCtrlDL
0x00198140 actBossCtrlStart
0x00198218 InitBossCtrlGeo
0x00198338 InqCapsuleGhostBossEnd
0x001983F8 gene_eff_end_func
0x00198438 m33_to_quat
0x00198710 pbga_start
0x00198758 set_vertex
0x00198B70 DrawLightning2
0x00199620 DrawLightningN
0x001997B8 DrawLightning
0x001998C0 lightning_test
0x001999A8 scale_m34
0x00199A08 queen_effect_end_func
0x00199C30 queen_gene_enemy
0x0019A7E8 InitQueenGeo
0x0019A8F0 QueenGeo
0x0019A9A0 QueenDL
0x0019AA20 QueenBarrierGeo
0x0019B7F8 actQueenStart
0x0019B888 QueenStartAttack
0x0019B8E8 QueenInqDead
0x0019B910 QueenBoysWeaponPower
0x0019B948 QueenBarrierInqBreakable
0x0019B998 queenBarrierBeforeFunc
0x0019BA60 InqQueenBarrierExist
0x0019BAA8 InitQueenBarrierGeo
0x0019BB60 queenBallBeforeFunc
0x0019BC58 InitQueenBallGeo
0x0019BCE0 subQueenControl
0x0019C028 makeRefractST
0x0019C558 queen_barrier_disp_init
0x0019C7D0 GetStageDifferenceMatrix
0x0019C9A0 StageOrientGet2
0x0019CBB8 OtherStagePositionGet
0x0019CD50 StageOrientInit
0x0019CE40 StageOrientGet
0x0019CF88 readMpeg
0x0019D278 initAll
0x0019D580 termAll
0x0019D678 movie_init
0x0019D850 movie_end
0x0019D9E8 readBufCreate
0x001A6938 readBufBeginGet
0x0019DB70 strFileOpen
0x0019DBA8 strFileClose
0x0019DBF0 videoDecCreate
0x0019DD48 videoDecFlush
0x0019DE10 videoCallback
0x0019DF38 decBitStrm0
0x0019D9D8 videoDecFree
0x0019E160 videoDecDelete
0x0019E1D0 videoDecGetState
0x0019E1D8 videoDecIsFlushed
0x0019E228 videoDecMain
0x0019E278 mpegError
0x0019E2A0 mpegNodata
0x0019E2D0 mpegStopDMA
0x0019E310 mpegTS
0x0019E350 voBuf_free_buf
0x0019E380 voBufCreate
0x0019E4E8 voBufFree
0x0019E520 voBufIncCount
0x0019E648 initGeometryState
0x0019EB88 initMatrixDObj
0x0019ED30 allocObjectData
0x0019EF10 initInitialInverseMatrix
0x0019EF58 initPolygonState
0x0019F4E8 LinkParentOfDObj
0x0019F530 UnlinkParentOfDObj
0x0019F568 stop_free_resources
0x0019F758 exit_stage
0x001A0040 CheckPoint
0x001A00A0 backStageProcessOutStage
0x001A05D0 backStageProcessMain
0x001A07F8 routeSetPos
0x001A0A38 backStageProcessInStage
0x001A0EB8 backStageSave
0x001A0F60 backStageLoad
0x001A1030 InitCharFileManager
0x001A9EE0 ResetCharFileManager
0x001A1138 ReadModelFile
0x001A1308 ReadVolumeModelFile
0x001A14D8 ReadShadowModelFile
0x001AA4E8 ReadTextureFile
0x001A17C0 ReadSkeltonFile
0x001A1A18 ReadCollisionFile
0x001A1D88 ReadStageAnimationFile
0x001A1E90 ReadMotionFile
0x001A20D8 ReadParticleEffectFile
0x001A2170 ReadSoundBdFile
0x001A2320 ReadSoundHdFile
0x001A2500 ReadShockFile
0x001A2610 ReadCamerasetFile
0x001A26E0 ReadEndCheckFile
0x001A2758 ReadStageSettingFile
0x001A27F8 CSVSYSTEM_ReadCharFiles
0x001A2C18 ReadSoundAdpcmFile
0x001A2D78 debug_Assert
0x001A2E10 debug_openLog
0x001A2E28 debug_LogPrintf
0x001A2E80 debug_SaveDebugOptionFile
0x001A2FA0 debug_GetDebugOption
0x001A31C0 debug_SetDmaCallback
0x001A3398 debug_Load
0x001A3C38 debug_MakeBackImage
0x001A3DD8 debug_PrintCharacter
0x001A40C8 debug_PrintFont
0x001A46A0 debug_brainBar
0x001A4A10 debug_MakeBarString
0x001A5AD0 debug_ResizeSnapShot
0x001A6A30 debug_Printf
0x001A6B10 debug_PrintFontWindow
0x001A6DE0 debug_PrintfDummy
0x001A6E00 debug_PrintFontWindowDummy
0x001A6E28 debug_StdPrintfDummy
0x001A6E50 debug_PrintFontf
0x001A7008 debug_PrintMatrix
0x001A70B8 debug_DispVu1FReg
0x001A76B8 debug_SelectCsvWindowVal
0x001B0290 getLineBuffer
0x001A7838 getBuffer
0x001A7848 debug_SelectCsvWindow
0x001A7AD0 debug_SelectStageMain
0x001A7BB0 debug_SelectStage
0x001A7DF0 debug_mcRetErrCheck
0x001A7F20 debug_selectFile
0x001A80D0 debug_mcSaveMainBlock
0x001A82B0 debug_mcLoadMainBlock
0x001A84F8 debug_mcDeleteFile
0x001A8670 debug_MemoryCard
0x001A88F0 debug_SETest
0x001A8B90 debug_SESlotDisp
0x001A8D40 debugCdvdLoadInfoSegDispFunc
0x001A8E30 debug_SelectActGobj
0x001A8F70 debug_DispBox
0x001A9370 debug_DispBall
0x001A96D0 debug_CollisionTest
0x001A9B28 debug_Menu
0x001A9DB8 debug_GetTimerSec
0x001AA0C0 debug_DispVu1IReg
0x001AA210 debug_DispMatrix
0x001147C4 debug_TryToGetStartStage
0x001AA4F0 debugSceOpen
0x001AA550 debugSceClose
0x001AA580 debugSceCloseFdNew
0x001AA5C0 debugCdvdLoadInfoSegInit
0x001AA608 debugCdvdLoadInfoSegAdd
0x001AA638 debugCdvdLoadInfoSegCls
0x001AA660 gsResetFunc
0x001AA6A0 debug_SaveStartStageFile
0x001AA750 _debug_SelectCsvWindow
0x001AA9F8 debug_SelectCsvWindowWithLineColor
0x001AACA0 debug_mcFormat
0x001AAEC0 debug_STAFFROLLTest
0x001AAF28 debug_reverbTest
0x001AAFC8 debug_AdpcmTest
0x001AB058 debugCdvdLoadInfoSegDisp
0x001AB190 debug_BackStageTest
0x001AB1D8 debug_SelectPad2ControlGobj
0x001AB2F8 debug_FreeCamera
0x001AB338 CloseVif1DirectPacket
0x001AB378 SendVif1DirectPacket
0x001AB3D0 RestoreNormalDrawEnvironment
0x001AB440 SetTextureWithFrameBuffer
0x001AB500 SetTexDrawEnvironment
0x001AB5A8 SetDrawnTextureEnvironment
0x001AB670 SetDrawEnvironment
0x001AB730 drawSprite
0x001ABAC8 PutFont
0x001ABEB8 resetPath
0x001ABF80 putString
0x001AC138 drawWin
0x001AC300 saveBack
0x001AC348 baseFunc
0x001AC438 syncGs
0x001AC4B8 initLineTraceTable
0x001AC688 traceLine
0x001ACA28 dispSource
0x001ACCD0 display
0x001AD0E8 debugEEExceptionMain
0x001AD538 debugIOPExceptionMain
0x001AD668 debug_SetExceptionMessage
0x001AD788 OpenVif1DirectPacket
0x001AD7F0 SetPrimColor
0x001AD8E8 SetPrimColorTex
0x001ADA08 debug_TargetGObj
0x001ADB88 debug_TargetGObj_Func
0x001ADBC0 gamesysObjInfoInit
0x001ADC18 gamesysObjInfoSave
0x001ADCB0 gamesysObjInfoLoad
0x001ADD00 gamesysObjInfoEmptyAreaSearch
0x001ADED8 gamesysObjInfoBaseSet
0x001AE1B8 gamesysMemoryHandlerWrite
0x001AE210 gamesysGeneratorInfoSave
0x001AE258 gamesysGeneratorInfoLoad
0x001AE308 gamesysCharacterInfoLoad
0x001AE3B0 gamesysObjInfoStageInitFlagCls
0x001AE420 gamesysObjInfoPosSetStage
0x001AE460 gamesysObjInfoUniqDataSet
0x001AE4C8 gamesysObjInfoPosNewStageSet
0x001B7290 gamesysObjInfoCls
0x001AE830 gamesysGetGirlStageIDAndPosition
0x001AE880 gamesysStageExitTimeSet
0x001AE8A0 gamesysMemoryHandlerRead
0x001AE8F0 gamesysMemorySave
0x001AE948 gamesysMemoryLoad
0x001AE9A8 gamesysVersionLoad
0x001AE9F0 gamesysVersionSave
0x001AF050 disp_memory_partition
0x001AF190 ExecIcoMisc
0x001AF9C8 DispIcoMisc
0x001AFB98 kanbanReqAdd
0x001AFE50 kanbanInit
0x001B0538 kanbanReqAllDel
0x001B05A8 kanbanExec
0x001B0A68 POSITIVE_SE
0x001B0AC0 _la_mcard_error_check
